Fiscal Year,Business Unit,Journal Entry Number,Period,Effective Date,Source,GL Account Number,GL Account Name,Functional Amount,Functional Currency Code,JE Description,Preparer ID,Entry Date,JE Line Number,JE Line Description,User Defined Field 1,User Defined Field 2,User Defined Field 3
2024,Eddey Finance,10713,2024-04,2024-04-30,Payroll,1500,Fixed Assets,9753.66,EUR,Year-end adjustment,user4,2024-04-30 06:34:00,713,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10714,2024-09,2024-09-29,Tax,5100,Direct Labor,43361.81,EUR,Employee salary payment,user2,2024-09-29 15:45:00,714,Employee salary payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10715,2024-10,2024-10-28,Adjustment,5000,Cost of Goods Sold,46036.33,EUR,Year-end adjustment,user5,2024-10-28 15:52:00,715,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10716,2024-08,2024-08-26,Tax,1400,Prepaid Expenses,16119.96,EUR,Tax payment,admin,2024-08-26 19:26:00,716,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10717,2024-12,2024-12-08,Purchase,3100,Retained Earnings,-18152.48,EUR,Monthly sales revenue,user1,2024-12-08 04:08:00,717,Monthly sales revenue,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10718,2025-01,2025-01-15,Manual Entry,8000,Tax Expense,28385.82,EUR,Employee salary payment,user1,2025-01-15 23:30:00,718,Employee salary payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10719,2025-03,2025-03-25,Depreciation,4000,Revenue,39345.28,EUR,Asset depreciation,user3,2025-03-25 19:39:00,719,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10720,2024-10,2024-10-12,Investment,6100,Office Expenses,-34484.06,EUR,Customer refund,user1,2024-10-12 07:37:00,720,Customer refund,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10721,2024-06,2024-06-23,Adjustment,6200,Depreciation Expense,-4150.98,EUR,Asset depreciation,user2,2024-06-23 09:15:00,721,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10722,2024-03,2024-03-11,Tax,6200,Depreciation Expense,-46660.7,EUR,Employee salary payment,user5,2024-03-11 16:36:00,722,Employee salary payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10723,2024-02,2024-02-15,Purchase,3100,Retained Earnings,-38587.47,EUR,Loan repayment,admin,2024-02-15 23:16:00,723,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10724,2024-12,2024-12-23,Loan Payment,6000,Salaries Expense,-21405.09,EUR,Monthly sales revenue,user4,2024-12-23 04:12:00,724,Monthly sales revenue,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10725,2024-02,2024-02-05,Tax,3100,Retained Earnings,-12527.3,EUR,Manual correction entry,user1,2024-02-05 13:40:00,725,Manual correction entry,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10726,2024-01,2024-01-29,Payroll,3000,Owner's Equity,7697.05,EUR,Monthly sales revenue,user2,2024-01-29 21:54:00,726,Monthly sales revenue,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10727,2025-01,2025-01-16,Depreciation,2200,Short-Term Loan,27034.21,EUR,Supplier payment,admin,2025-01-16 06:30:00,727,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10728,2024-11,2024-11-28,Adjustment,3100,Retained Earnings,33184.18,EUR,Intercompany transaction,user5,2024-11-28 18:36:00,728,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10729,2024-07,2024-07-20,Sales,3100,Retained Earnings,7634.59,EUR,Bonus payout,user3,2024-07-20 03:07:00,729,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10730,2025-03,2025-03-24,Manual Entry,2200,Short-Term Loan,1844.48,EUR,Bonus payout,user5,2025-03-24 20:23:00,730,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10731,2024-12,2024-12-24,Sales,2000,Accounts Payable,-3599.6,EUR,Bonus payout,user3,2024-12-24 13:37:00,731,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10732,2025-01,2025-01-03,Manual Entry,1500,Fixed Assets,12989.71,EUR,Intercompany transaction,user1,2025-01-03 11:35:00,732,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10733,2025-03,2025-03-28,Tax,2200,Short-Term Loan,-14681.6,EUR,Bonus payout,user2,2025-03-28 08:10:00,733,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10734,2024-11,2024-11-01,Purchase,4000,Revenue,-36239.36,EUR,Customer refund,user3,2024-11-01 11:01:00,734,Customer refund,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10735,2025-01,2025-01-03,Depreciation,6100,Office Expenses,-12889.56,EUR,Tax payment,user1,2025-01-03 02:38:00,735,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10736,2024-01,2024-01-11,Tax,1200,Accounts Receivable,36589.56,EUR,Year-end adjustment,user5,2024-01-11 10:35:00,736,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10737,2024-07,2024-07-31,Payroll,4100,Other Income,2147.5,EUR,Investment income,user5,2024-07-31 16:21:00,737,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10738,2024-10,2024-10-06,Manual Entry,5200,Manufacturing Overhead,-19468.99,EUR,Manual correction entry,user4,2024-10-06 12:35:00,738,Manual correction entry,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10739,2024-08,2024-08-21,Payroll,5200,Manufacturing Overhead,-23336.28,EUR,Tax payment,user5,2024-08-21 19:11:00,739,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10740,2024-01,2024-01-28,Investment,1200,Accounts Receivable,-37808.84,EUR,Customer refund,user2,2024-01-28 09:00:00,740,Customer refund,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10741,2024-08,2024-08-21,Manual Entry,2200,Short-Term Loan,36439.97,EUR,Loan repayment,user4,2024-08-21 15:38:00,741,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10742,2024-07,2024-07-11,Payroll,2200,Short-Term Loan,1483.28,EUR,Asset depreciation,user3,2024-07-11 20:34:00,742,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10743,2024-08,2024-08-11,Tax,1500,Fixed Assets,15007.14,EUR,Investment income,admin,2024-08-11 03:29:00,743,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10744,2024-08,2024-08-10,Loan Payment,2000,Accounts Payable,40604.44,EUR,Intercompany transaction,user4,2024-08-10 20:59:00,744,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10745,2024-02,2024-02-23,Adjustment,1300,Inventory,-15615.7,EUR,Intercompany transaction,user2,2024-02-23 13:32:00,745,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10746,2024-08,2024-08-15,Sales,8000,Tax Expense,18044.78,EUR,Loan repayment,user1,2024-08-15 03:54:00,746,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10747,2024-11,2024-11-10,Investment,4000,Revenue,-16408.84,EUR,Monthly sales revenue,user5,2024-11-10 10:46:00,747,Monthly sales revenue,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10748,2024-03,2024-03-21,Sales,2000,Accounts Payable,42505.68,EUR,Tax payment,user1,2024-03-21 17:32:00,748,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10749,2024-06,2024-06-18,Purchase,6000,Salaries Expense,9486.33,EUR,Bonus payout,user3,2024-06-18 22:28:00,749,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10750,2024-11,2024-11-03,Manual Entry,2200,Short-Term Loan,-341.2,EUR,Employee salary payment,user1,2024-11-03 10:11:00,750,Employee salary payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10751,2024-12,2024-12-05,Investment,2000,Accounts Payable,-27043.17,EUR,Manual correction entry,admin,2024-12-05 13:49:00,751,Manual correction entry,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10752,2024-03,2024-03-09,Depreciation,4000,Revenue,47627.51,EUR,Loan repayment,user4,2024-03-09 10:53:00,752,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10753,2024-05,2024-05-16,Manual Entry,4100,Other Income,-23829.06,EUR,Employee salary payment,user2,2024-05-16 18:30:00,753,Employee salary payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10754,2024-10,2024-10-17,Adjustment,5200,Manufacturing Overhead,-17687.93,EUR,Asset depreciation,user1,2024-10-17 16:28:00,754,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10755,2024-02,2024-02-23,Sales,6000,Salaries Expense,12177.16,EUR,Loan repayment,user1,2024-02-23 17:11:00,755,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10756,2025-01,2025-01-20,Payroll,6000,Salaries Expense,-6253.29,EUR,Monthly sales revenue,user3,2025-01-20 12:35:00,756,Monthly sales revenue,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10757,2024-12,2024-12-14,Investment,2000,Accounts Payable,-40970.3,EUR,Employee salary payment,user2,2024-12-14 11:46:00,757,Employee salary payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10758,2025-01,2025-01-24,Investment,7000,Interest Expense,-27690.45,EUR,Investment income,user3,2025-01-24 01:37:00,758,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10759,2024-08,2024-08-18,Tax,7000,Interest Expense,-12033.61,EUR,Year-end adjustment,user4,2024-08-18 09:57:00,759,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10760,2024-07,2024-07-19,Manual Entry,6200,Depreciation Expense,22500.41,EUR,Loan repayment,user4,2024-07-19 12:44:00,760,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10761,2024-05,2024-05-06,Adjustment,5000,Cost of Goods Sold,32783.04,EUR,Year-end adjustment,user1,2024-05-06 20:32:00,761,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10762,2024-08,2024-08-27,Adjustment,4000,Revenue,24296.14,EUR,Investment income,user5,2024-08-27 14:40:00,762,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10763,2024-09,2024-09-29,Adjustment,4100,Other Income,-6718.06,EUR,Investment income,user2,2024-09-29 01:39:00,763,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10764,2024-10,2024-10-12,Sales,6100,Office Expenses,13456.93,EUR,Asset depreciation,user1,2024-10-12 05:34:00,764,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10765,2024-01,2024-01-24,Loan Payment,1000,Cash,17835.71,EUR,Monthly sales revenue,user5,2024-01-24 21:35:00,765,Monthly sales revenue,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10766,2024-07,2024-07-26,Depreciation,7000,Interest Expense,11551.99,EUR,Bonus payout,user4,2024-07-26 20:16:00,766,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10767,2024-11,2024-11-16,Tax,2200,Short-Term Loan,-42194.95,EUR,Manual correction entry,admin,2024-11-16 01:05:00,767,Manual correction entry,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10768,2024-04,2024-04-19,Depreciation,3100,Retained Earnings,-13296.5,EUR,Monthly sales revenue,user2,2024-04-19 23:46:00,768,Monthly sales revenue,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10769,2025-01,2025-01-23,Sales,1300,Inventory,-27960.36,EUR,Investment income,user2,2025-01-23 20:54:00,769,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10770,2024-08,2024-08-26,Tax,6200,Depreciation Expense,-22476.25,EUR,Manual correction entry,user2,2024-08-26 14:57:00,770,Manual correction entry,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10771,2024-03,2024-03-21,Tax,3100,Retained Earnings,46840.38,EUR,Asset depreciation,user1,2024-03-21 08:24:00,771,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10772,2024-02,2024-02-09,Investment,1200,Accounts Receivable,-5698.21,EUR,Employee salary payment,user2,2024-02-09 09:34:00,772,Employee salary payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10773,2025-03,2025-03-01,Tax,6200,Depreciation Expense,-47369.39,EUR,Asset depreciation,admin,2025-03-01 01:09:00,773,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10774,2024-05,2024-05-26,Loan Payment,2200,Short-Term Loan,23614.19,EUR,Manual correction entry,user4,2024-05-26 05:43:00,774,Manual correction entry,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10775,2025-01,2025-01-10,Purchase,1300,Inventory,-23457.99,EUR,Year-end adjustment,user5,2025-01-10 21:46:00,775,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10776,2024-05,2024-05-05,Loan Payment,7000,Interest Expense,-17324.73,EUR,Investment income,admin,2024-05-05 13:57:00,776,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10777,2024-12,2024-12-22,Payroll,6200,Depreciation Expense,-34741.01,EUR,Investment income,user1,2024-12-22 00:40:00,777,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10778,2024-03,2024-03-21,Manual Entry,8000,Tax Expense,-2677.08,EUR,Supplier payment,user5,2024-03-21 11:25:00,778,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10779,2024-02,2024-02-03,Loan Payment,2100,Accrued Expenses,16866.19,EUR,Asset depreciation,user4,2024-02-03 16:06:00,779,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10780,2024-01,2024-01-12,Depreciation,3000,Owner's Equity,-40603.73,EUR,Supplier payment,user5,2024-01-12 23:22:00,780,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10781,2024-03,2024-03-26,Payroll,4100,Other Income,-4499.42,EUR,Tax payment,admin,2024-03-26 22:57:00,781,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10782,2024-09,2024-09-27,Purchase,6000,Salaries Expense,-40530.01,EUR,Customer refund,admin,2024-09-27 03:51:00,782,Customer refund,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10783,2024-09,2024-09-30,Payroll,5200,Manufacturing Overhead,-32158.17,EUR,Manual correction entry,user4,2024-09-30 14:48:00,783,Manual correction entry,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10784,2024-01,2024-01-24,Adjustment,5000,Cost of Goods Sold,-35641.74,EUR,Supplier payment,user5,2024-01-24 07:12:00,784,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10785,2024-10,2024-10-16,Payroll,5100,Direct Labor,-36322.46,EUR,Asset depreciation,user3,2024-10-16 07:51:00,785,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10786,2024-09,2024-09-15,Tax,6200,Depreciation Expense,-48110.63,EUR,Bonus payout,user4,2024-09-15 16:12:00,786,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10787,2024-04,2024-04-16,Depreciation,1500,Fixed Assets,-18703.67,EUR,Asset depreciation,user3,2024-04-16 01:12:00,787,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10788,2024-11,2024-11-04,Adjustment,4100,Other Income,28157.67,EUR,Customer refund,user1,2024-11-04 22:56:00,788,Customer refund,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10789,2024-11,2024-11-10,Manual Entry,3000,Owner's Equity,-20001.84,EUR,Bonus payout,user2,2024-11-10 15:02:00,789,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10790,2024-05,2024-05-19,Purchase,1000,Cash,28535.81,EUR,Bonus payout,user5,2024-05-19 17:55:00,790,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10791,2024-12,2024-12-20,Sales,2100,Accrued Expenses,-13057.64,EUR,Supplier payment,user2,2024-12-20 19:22:00,791,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10792,2024-07,2024-07-12,Depreciation,1300,Inventory,-38482.83,EUR,Employee salary payment,user3,2024-07-12 00:07:00,792,Employee salary payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10793,2025-03,2025-03-04,Adjustment,5200,Manufacturing Overhead,-28059.37,EUR,Manual correction entry,admin,2025-03-04 03:37:00,793,Manual correction entry,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10794,2024-07,2024-07-19,Payroll,2100,Accrued Expenses,46050.54,EUR,Manual correction entry,user1,2024-07-19 14:30:00,794,Manual correction entry,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10795,2024-02,2024-02-10,Loan Payment,7000,Interest Expense,16929.55,EUR,Year-end adjustment,user3,2024-02-10 22:18:00,795,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10796,2024-06,2024-06-02,Adjustment,6000,Salaries Expense,-17616.94,EUR,Supplier payment,user2,2024-06-02 12:30:00,796,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10797,2024-08,2024-08-20,Sales,1000,Cash,34779.45,EUR,Employee salary payment,admin,2024-08-20 09:13:00,797,Employee salary payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10798,2024-09,2024-09-05,Purchase,1200,Accounts Receivable,11665.21,EUR,Monthly sales revenue,user3,2024-09-05 00:03:00,798,Monthly sales revenue,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10799,2024-12,2024-12-10,Manual Entry,6000,Salaries Expense,650.78,EUR,Bonus payout,user4,2024-12-10 01:15:00,799,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10800,2024-11,2024-11-12,Tax,8000,Tax Expense,-34495.45,EUR,Asset depreciation,user1,2024-11-12 06:40:00,800,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10801,2024-11,2024-11-16,Loan Payment,6000,Salaries Expense,30955.98,EUR,Bonus payout,user2,2024-11-16 19:56:00,801,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10802,2024-11,2024-11-15,Investment,6000,Salaries Expense,8313.23,EUR,Year-end adjustment,user3,2024-11-15 12:16:00,802,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10803,2024-10,2024-10-23,Depreciation,4100,Other Income,-11383.63,EUR,Intercompany transaction,user1,2024-10-23 01:01:00,803,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10804,2024-08,2024-08-15,Adjustment,1000,Cash,-18758.82,EUR,Customer refund,user4,2024-08-15 03:31:00,804,Customer refund,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10805,2025-03,2025-03-26,Sales,2100,Accrued Expenses,34391.45,EUR,Customer refund,user1,2025-03-26 23:59:00,805,Customer refund,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10806,2024-12,2024-12-18,Adjustment,1000,Cash,-36495.27,EUR,Asset depreciation,user3,2024-12-18 04:36:00,806,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10807,2024-03,2024-03-23,Sales,5200,Manufacturing Overhead,-33040.57,EUR,Bonus payout,user5,2024-03-23 17:47:00,807,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10808,2024-01,2024-01-23,Manual Entry,4000,Revenue,-46099.86,EUR,Year-end adjustment,user2,2024-01-23 17:54:00,808,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10809,2024-02,2024-02-18,Loan Payment,3100,Retained Earnings,16859.81,EUR,Customer refund,user4,2024-02-18 21:21:00,809,Customer refund,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10810,2025-01,2025-01-15,Sales,5000,Cost of Goods Sold,44898.37,EUR,Supplier payment,user3,2025-01-15 15:18:00,810,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10811,2024-03,2024-03-03,Manual Entry,6000,Salaries Expense,13554.35,EUR,Investment income,admin,2024-03-03 08:09:00,811,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10812,2024-06,2024-06-14,Tax,9999,Suspense Account,36129.83,EUR,Investment income,user4,2024-06-14 09:13:00,812,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10813,2024-06,2024-06-06,Payroll,8000,Tax Expense,-25706.67,EUR,Customer refund,user4,2024-06-06 22:44:00,813,Customer refund,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10814,2024-10,2024-10-15,Payroll,2100,Accrued Expenses,46393.38,EUR,Employee salary payment,user4,2024-10-15 13:31:00,814,Employee salary payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
